we've been walking forever. you sure you know where you're going?	歩きっぱなしよ 道は合ってるの?
i did not!	おおいいねー
the people i was working for, they kind of, uh...	そう。 雇い主が変わった
do you know who i am?	私が誰か分かりますか
and build the reformers.	原子炉を建設すればいいのです
in a game.	結構 差し込んでくる...。
what are you talking about? you are making moves that	フッ。 何 言ってんだよ。 お前は このゲームにおいて
and she's out like a light.	寝ちゃったよ
impeccable timing is all.	良いタイミングだよな
this is easy!	これが本場の神龍。
you gave the fish to much food! do you wanna kill it?	あと 熱帯魚にエサやりすぎ! 殺す気か クソアマ!
it's...	なんつってな
who has rented the apartment?	子供の名前はなかったn部屋の契約者は?
and the wii with its bodily activity	体を使うwiiを見ていると
it's not that great, but...	大したことないものだけど
why does the sun rise? why does the moon shine?	太陽は何で昇る? 月は なぜ輝く?
of becoming any cell in your body.	どんな細胞にも成り得るのです
that the computer's logic circuit can be designed	計算機の論理回路が 設計できることを示した➡
eastern seaboard.	イースト・コースト。
there's so much death.	たくさんの人が死ぬ
what happened to you?	君に何があった?
okay. she said we couldn't ask any of our own questions.	条件が折り合わなかった
where'd you go when i was in trouble, sensei?	川を流されたとき ほんの少しだけ気配を感じたんだ
of course, that official is now dead, and i'm not	その職員は亡くなりましたが私は健在です
what, jack?	何だ?
you know the play you want to perform, but you don't know the title.	でも、それがなんてタイトルかわからないってことか
what do i call you?	あなたのことは何て言うの?
i have no idea, maybe he thought you would be here. yeah, fat chance.	あなたが 来ると思ったんじゃない?
there are three trucks there. you're going to instinctively	トラックは3つありますが 直感的に
and then i found that actors and actresses	俳優は 床を見て次の合図を
here?	ここ?
today is tough.	議長の予定が...
yes, knuckles...	あぁナックルズだ
and there's no drag marks. uhhuh.	それに 引きずった跡も無い この男は・・・
it ends right over there...	これでツアーも終わりじゃ
secured!	確保!
anything we can use to pry it open?	何かこじ開ける物ないかなあ?
year after year.	思わずにいられませんでした
are you stonewalling the general 'cause it's good for the team here, or are you protecting the woman who popped you out lo these many years ago, huh?	チームの為 将軍を妨害してるのか 何年も前に捨てられた母親を かばいたいだけ 違うか?
but what's worse is when someone would look at you like you shouldn't be there.	でも悪いことは 病院にいるべきじゃないと 決めつけることです 何か悪いことをしたかのように ぼくも感じていました
now then, itabashi	さあ 板橋
and finally had a child.	欲しくて欲しくて待ち続けた 揚げ句 やっと授かった人もいる
if i don't tell the truth here, i'll regret it for the rest of my life!	ここで真実を言わなきゃ一生後悔する
how many people?	人間は?
i need to climb.	と のぼらないと
look, i had second thoughts, really	実はかなり迷いました
joe, you are really...	覚悟はいいか
yeahhoohoo!	イエー・フー・フー!
in the life forms	要するに、俺の意見なんかどうでもいいんだな
and they supported them.	若者たちの味方でした
excuse me, i do not know what came over me.	ごめんなさい・・ どうして こんなことを?
they want to be with you.	彼らはあなたと一緒にいたい
at this moment i activate the effect of spring punch!	ここで スプリング・パンチの効果発動!
no, you mind your business.	あなたは黙ってて。
this is crazy i got ferris wheel...	これどけて良い?
ladies and gentlemen, this is the 75th year of the hunger games.	諸君 第75回ハンガーゲームが始まる
she's super particular. like verging on neurotic.	彼女は すごく几帳面で ノイローゼ寸前なの
it was the same art, physically	物理的には同じ作品でしたが
thank you for flying with us today.	本日はご搭乗ありがとうございます
their cash transfers to pay for coffins.	ベトナムでは 棺を購入した お年寄りの受給者もいました
i think there are	クナーベ: 私は様々な観点から
it's yours.	お前のものだ
number blocked, no id.	非通知の番号だ
kind of resonates nicely with the mediocrity	我々の存在のコアで感じるような平凡さと
he was a blueeyed aryan with a golden beard	碧眼のアーリア人で 金色のあご髭
